GeneID	TranscriptID.UNKNOWN
ENSMUSG00000036672	ENSMUST00000040776.Cenpt
ENSMUSG00000036442	ENSMUST00000040445.Thap11
ENSMUSG00000008450	ENSMUST00000008594.Nutf2
ENSMUSG00000036270	ENSMUST00000040254.Edc4
ENSMUSG00000036270	ENSMUST00000119261.Edc4
ENSMUSG00000044287	ENSMUST00000060167.Nrn1l
ENSMUSG00000044287	ENSMUST00000118920.Nrn1l
ENSMUSG00000048310	ENSMUST00000049699.Pskh1
ENSMUSG00000031896	ENSMUST00000034368.Ctrl
ENSMUSG00000031897	ENSMUST00000034369.Psmb10
ENSMUSG00000035237	ENSMUST00000038896.Lcat
ENSMUSG00000017765	ENSMUST00000116429.Slc12a4
ENSMUSG00000017765	ENSMUST00000034370.Slc12a4
ENSMUSG00000031898	ENSMUST00000034371.Dpep3
ENSMUSG00000053687	ENSMUST00000117555.Dpep2
ENSMUSG00000053687	ENSMUST00000034373.Dpep2
ENSMUSG00000115067	ENSMUST00000227363.Dpep2
ENSMUSG00000115768	ENSMUST00000227778.Dpep2nb
ENSMUSG00000045538	ENSMUST00000058579.Ddx28
ENSMUSG00000031901	ENSMUST00000034375.Dus2
ENSMUSG00000031902	ENSMUST00000212742.Nfatc3
ENSMUSG00000031902	ENSMUST00000211991.Nfatc3
ENSMUSG00000031902	ENSMUST00000109308.Nfatc3
ENSMUSG00000084128	ENSMUST00000115979.Esrp2
ENSMUSG00000031903	ENSMUST00000034377.Pla2g15
ENSMUSG00000031904	ENSMUST00000034378.Slc7a6
ENSMUSG00000033106	ENSMUST00000035925.Slc7a6os
ENSMUSG00000060098	ENSMUST00000071592.Prmt7
ENSMUSG00000031906	ENSMUST00000067512.Smpd3
ENSMUSG00000031907	ENSMUST00000034382.Zfp90
ENSMUSG00000061048	ENSMUST00000080797.Cdh3
ENSMUSG00000000303	ENSMUST00000000312.Cdh1
ENSMUSG00000041949	ENSMUST00000048359.Tango6
ENSMUSG00000031910	ENSMUST00000034385.Has3
ENSMUSG00000046691	ENSMUST00000177068.Chtf8
ENSMUSG00000117748	ENSMUST00000169312.Gm50241
ENSMUSG00000046691	ENSMUST00000176515.Chtf8
ENSMUSG00000041438	ENSMUST00000047629.Utp4
ENSMUSG00000041308	ENSMUST00000212524.Sntb2
ENSMUSG00000041308	ENSMUST00000047425.Sntb2
ENSMUSG00000031913	ENSMUST00000034388.Vps4a
ENSMUSG00000031916	ENSMUST00000095517.Cog8
ENSMUSG00000078931	ENSMUST00000055316.Pdf
ENSMUSG00000031917	ENSMUST00000034392.Nip7
ENSMUSG00000031919	ENSMUST00000034393.Tmed6
ENSMUSG00000031921	ENSMUST00000133925.Terf2
ENSMUSG00000031921	ENSMUST00000068421.Terf2
ENSMUSG00000031921	ENSMUST00000068388.Terf2
ENSMUSG00000031921	ENSMUST00000116425.Terf2
ENSMUSG00000031924	ENSMUST00000034400.Cyb5b
ENSMUSG00000003847	ENSMUST00000169453.Nfat5
ENSMUSG00000003847	ENSMUST00000125721.Nfat5
ENSMUSG00000003847	ENSMUST00000075922.Nfat5
ENSMUSG00000003847	ENSMUST00000077440.Nfat5
ENSMUSG00000003849	ENSMUST00000003947.Nqo1
ENSMUSG00000003848	ENSMUST00000003946.Nob1
ENSMUSG00000031930	ENSMUST00000166615.Wwp2
ENSMUSG00000031930	ENSMUST00000212205.Wwp2
ENSMUSG00000039067	ENSMUST00000044106.Psmd7
ENSMUSG00000038872	ENSMUST00000220518.Zfhx3
ENSMUSG00000031727	ENSMUST00000034162.Pmfbp1
ENSMUSG00000037993	ENSMUST00000042601.Dhx38
ENSMUSG00000031723	ENSMUST00000034159.Txnl4b
ENSMUSG00000031722	ENSMUST00000074898.Hp
ENSMUSG00000031730	ENSMUST00000123605.Dhodh
ENSMUSG00000048827	ENSMUST00000057344.Pkd1l3
ENSMUSG00000048827	ENSMUST00000109242.Pkd1l3
ENSMUSG00000048827	ENSMUST00000212537.Pkd1l3
ENSMUSG00000031729	ENSMUST00000034164.Ist1
ENSMUSG00000031728	ENSMUST00000034163.Zfp821
ENSMUSG00000069895	ENSMUST00000093162.Atxn1l
ENSMUSG00000031731	ENSMUST00000093157.Ap1g1
ENSMUSG00000031731	ENSMUST00000034171.Ap1g1
ENSMUSG00000031732	ENSMUST00000179721.Phlpp2
ENSMUSG00000031732	ENSMUST00000034175.Phlpp2
ENSMUSG00000001672	ENSMUST00000001722.Marveld3
ENSMUSG00000001672	ENSMUST00000051430.Marveld3
ENSMUSG00000001670	ENSMUST00000001720.Tat
ENSMUSG00000035930	ENSMUST00000109222.Chst4
ENSMUSG00000035930	ENSMUST00000211894.Chst4
ENSMUSG00000044676	ENSMUST00000212754.Zfp612
ENSMUSG00000044676	ENSMUST00000058804.Zfp612
ENSMUSG00000091041	ENSMUST00000165700.Gm17720
ENSMUSG00000095941	ENSMUST00000213641.Tle7
ENSMUSG00000095941	ENSMUST00000219454.Tle7
ENSMUSG00000003657	ENSMUST00000212297.Calb2
ENSMUSG00000003657	ENSMUST00000003754.Calb2
ENSMUSG00000046441	ENSMUST00000056972.Cmtr2
ENSMUSG00000059854	ENSMUST00000043141.Hydin
ENSMUSG00000010936	ENSMUST00000034190.Vac14
ENSMUSG00000033763	ENSMUST00000052457.Mtss2
ENSMUSG00000033763	ENSMUST00000144041.Mtss2
ENSMUSG00000031750	ENSMUST00000150680.Il34
ENSMUSG00000031750	ENSMUST00000076846.Il34
ENSMUSG00000033732	ENSMUST00000042012.Sf3b3
ENSMUSG00000031753	ENSMUST00000165867.Cog4
ENSMUSG00000031753	ENSMUST00000034203.Cog4
ENSMUSG00000033703	ENSMUST00000041382.Fcsk
ENSMUSG00000031749	ENSMUST00000117534.St3gal2
ENSMUSG00000031749	ENSMUST00000034197.St3gal2
ENSMUSG00000015023	ENSMUST00000040416.Ddx19a
ENSMUSG00000033658	ENSMUST00000040241.Ddx19b
ENSMUSG00000033658	ENSMUST00000065784.Ddx19b
ENSMUSG00000031960	ENSMUST00000034441.Aars
ENSMUSG00000109941	ENSMUST00000210390.Exosc6
ENSMUSG00000033633	ENSMUST00000188466.Clec18a
ENSMUSG00000033633	ENSMUST00000039597.Clec18a
ENSMUSG00000033624	ENSMUST00000039333.Pdpr
ENSMUSG00000003316	ENSMUST00000169020.Glg1
ENSMUSG00000033596	ENSMUST00000038739.Rfwd3
ENSMUSG00000012519	ENSMUST00000056157.Mlkl
ENSMUSG00000012519	ENSMUST00000120432.Mlkl
ENSMUSG00000033579	ENSMUST00000038475.Fa2h
ENSMUSG00000031959	ENSMUST00000038193.Wdr59
ENSMUSG00000031959	ENSMUST00000034437.Wdr59
ENSMUSG00000031959	ENSMUST00000211981.Wdr59
ENSMUSG00000033545	ENSMUST00000172856.Znrf1
ENSMUSG00000033545	ENSMUST00000171182.Znrf1
ENSMUSG00000031958	ENSMUST00000070004.Ldhd
ENSMUSG00000055835	ENSMUST00000212072.Zfp1
ENSMUSG00000055835	ENSMUST00000077791.Zfp1
ENSMUSG00000055835	ENSMUST00000211926.Zfp1
ENSMUSG00000031957	ENSMUST00000034435.Ctrb1
ENSMUSG00000031955	ENSMUST00000166232.Bcar1
ENSMUSG00000031955	ENSMUST00000212349.Bcar1
ENSMUSG00000031954	ENSMUST00000034432.Cfdp1
ENSMUSG00000031953	ENSMUST00000034431.Tmem170
ENSMUSG00000031952	ENSMUST00000034430.Chst5
ENSMUSG00000031951	ENSMUST00000034429.Tmem231
ENSMUSG00000031950	ENSMUST00000034428.Gabarapl2
ENSMUSG00000031949	ENSMUST00000034427.Adat1
ENSMUSG00000031949	ENSMUST00000139820.Adat1
ENSMUSG00000031948	ENSMUST00000093120.Kars
ENSMUSG00000031948	ENSMUST00000034426.Kars
ENSMUSG00000033430	ENSMUST00000052138.Terf2ip
ENSMUSG00000031772	ENSMUST00000034225.Cntnap4
ENSMUSG00000031772	ENSMUST00000118171.Cntnap4
ENSMUSG00000078908	ENSMUST00000035777.Mon1b
ENSMUSG00000033409	ENSMUST00000095173.Syce1l
ENSMUSG00000033409	ENSMUST00000034219.Syce1l
ENSMUSG00000033409	ENSMUST00000212269.Syce1l
ENSMUSG00000053399	ENSMUST00000093113.Adamts18
ENSMUSG00000031767	ENSMUST00000073521.Nudt7
ENSMUSG00000031767	ENSMUST00000066514.Nudt7
ENSMUSG00000031767	ENSMUST00000109109.Nudt7
ENSMUSG00000031767	ENSMUST00000147605.Nudt7
ENSMUSG00000031767	ENSMUST00000134593.Nudt7
ENSMUSG00000046844	ENSMUST00000049509.Vat1l
ENSMUSG00000008874	ENSMUST00000009018.Clec3a
ENSMUSG00000004637	ENSMUST00000004756.Wwox
ENSMUSG00000004637	ENSMUST00000160862.Wwox
ENSMUSG00000004637	ENSMUST00000109108.Wwox
ENSMUSG00000055435	ENSMUST00000069009.Maf
ENSMUSG00000055435	ENSMUST00000109104.Maf
ENSMUSG00000034467	ENSMUST00000213007.Dynlrb2
ENSMUSG00000034467	ENSMUST00000078170.Dynlrb2
ENSMUSG00000031758	ENSMUST00000109102.Cdyl2
ENSMUSG00000014633	ENSMUST00000148235.Cmc2
ENSMUSG00000014633	ENSMUST00000128304.Cmc2
ENSMUSG00000031756	ENSMUST00000034205.Cenpn
ENSMUSG00000047388	ENSMUST00000109099.Atmin
ENSMUSG00000031847	ENSMUST00000070577.1700030J22Rik
ENSMUSG00000034424	ENSMUST00000040484.Gcsh
ENSMUSG00000034416	ENSMUST00000098375.Pkd1l2
ENSMUSG00000034416	ENSMUST00000109093.Pkd1l2
ENSMUSG00000031845	ENSMUST00000034308.Bco1
ENSMUSG00000031845	ENSMUST00000176860.Bco1
ENSMUSG00000052557	ENSMUST00000064488.Gan
ENSMUSG00000034390	ENSMUST00000166750.Cmip
ENSMUSG00000034390	ENSMUST00000095172.Cmip
ENSMUSG00000034330	ENSMUST00000081232.Plcg2
ENSMUSG00000034308	ENSMUST00000173522.Sdr42e1
ENSMUSG00000031844	ENSMUST00000034304.Hsd17b2
ENSMUSG00000031843	ENSMUST00000034303.Mphosph6
ENSMUSG00000031841	ENSMUST00000117160.Cdh13
ENSMUSG00000031839	ENSMUST00000034300.Hsbp1
ENSMUSG00000074064	ENSMUST00000098367.Mlycd
ENSMUSG00000074063	ENSMUST00000152420.Osgin1
ENSMUSG00000031837	ENSMUST00000098363.Necab2
ENSMUSG00000034224	ENSMUST00000036748.Slc38a8
ENSMUSG00000031835	ENSMUST00000081381.Mbtps1
ENSMUSG00000034189	ENSMUST00000036049.Hsdl1
ENSMUSG00000034189	ENSMUST00000212517.Hsdl1
ENSMUSG00000031831	ENSMUST00000093100.Dnaaf1
ENSMUSG00000031832	ENSMUST00000093099.Taf1c
ENSMUSG00000024266	ENSMUST00000098361.Adad2
ENSMUSG00000045246	ENSMUST00000061828.Kcng4
ENSMUSG00000023336	ENSMUST00000212901.Wfdc1
ENSMUSG00000023336	ENSMUST00000024107.Wfdc1
ENSMUSG00000034112	ENSMUST00000095171.Atp2c2
ENSMUSG00000034105	ENSMUST00000049156.Meak7
ENSMUSG00000031827	ENSMUST00000034285.Cotl1
ENSMUSG00000031827	ENSMUST00000211873.Cotl1
ENSMUSG00000031828	ENSMUST00000034287.Klhl36
ENSMUSG00000031826	ENSMUST00000144458.Usp10
ENSMUSG00000031826	ENSMUST00000108988.Usp10
ENSMUSG00000092329	ENSMUST00000127664.Galnt2l
ENSMUSG00000031825	ENSMUST00000132583.Crispld2
ENSMUSG00000031825	ENSMUST00000034282.Crispld2
ENSMUSG00000031823	ENSMUST00000034280.Zdhhc7
ENSMUSG00000031824	ENSMUST00000034281.6430548M08Rik
ENSMUSG00000031824	ENSMUST00000108951.6430548M08Rik
ENSMUSG00000042269	ENSMUST00000048786.Fam92b
ENSMUSG00000031822	ENSMUST00000034279.Gse1
ENSMUSG00000031822	ENSMUST00000120493.Gse1
ENSMUSG00000031822	ENSMUST00000118136.Gse1
ENSMUSG00000031821	ENSMUST00000034278.Gins2
ENSMUSG00000043687	ENSMUST00000123927.1190005I06Rik
ENSMUSG00000097919	ENSMUST00000181333.Gm27021
ENSMUSG00000043687	ENSMUST00000180677.1190005I06Rik
ENSMUSG00000031819	ENSMUST00000034277.Emc8
ENSMUSG00000031818	ENSMUST00000034276.Cox4i1
ENSMUSG00000041515	ENSMUST00000047737.Irf8
ENSMUSG00000042812	ENSMUST00000181504.Foxf1
ENSMUSG00000031816	ENSMUST00000047282.Mthfsd
ENSMUSG00000031816	ENSMUST00000116415.Mthfsd
ENSMUSG00000031816	ENSMUST00000139782.Mthfsd
ENSMUSG00000031816	ENSMUST00000133037.Mthfsd
ENSMUSG00000046714	ENSMUST00000054691.Foxc2
ENSMUSG00000097084	ENSMUST00000181609.Foxl1
ENSMUSG00000031809	ENSMUST00000034265.1700018B08Rik
ENSMUSG00000052934	ENSMUST00000059018.Fbxo31
ENSMUSG00000031812	ENSMUST00000034270.Map1lc3b
ENSMUSG00000031812	ENSMUST00000181826.Map1lc3b
ENSMUSG00000031812	ENSMUST00000181948.Map1lc3b
ENSMUSG00000061410	ENSMUST00000046386.Zcchc14
ENSMUSG00000025318	ENSMUST00000026357.Jph3
ENSMUSG00000040263	ENSMUST00000045884.Klhdc4
ENSMUSG00000040263	ENSMUST00000174192.Klhdc4
ENSMUSG00000040263	ENSMUST00000174717.Klhdc4
ENSMUSG00000040010	ENSMUST00000045557.Slc7a5
ENSMUSG00000025317	ENSMUST00000057653.Car5a
ENSMUSG00000025316	ENSMUST00000093078.Banp
ENSMUSG00000025316	ENSMUST00000170857.Banp
ENSMUSG00000025316	ENSMUST00000026354.Banp
ENSMUSG00000025316	ENSMUST00000173254.Banp
ENSMUSG00000043903	ENSMUST00000187142.Zfp469
ENSMUSG00000049577	ENSMUST00000054052.Zfpm1
ENSMUSG00000039079	ENSMUST00000044123.Trhr2
ENSMUSG00000017478	ENSMUST00000017622.Zc3h18
ENSMUSG00000017478	ENSMUST00000093073.Zc3h18
ENSMUSG00000017478	ENSMUST00000176629.Zc3h18
ENSMUSG00000046108	ENSMUST00000050963.Il17c
ENSMUSG00000006519	ENSMUST00000212600.Cyba
ENSMUSG00000006519	ENSMUST00000017604.Cyba
ENSMUSG00000006517	ENSMUST00000006692.Mvd
ENSMUSG00000006587	ENSMUST00000006762.Snai3
ENSMUSG00000014470	ENSMUST00000014614.Rnf166
ENSMUSG00000049482	ENSMUST00000116412.Ctu2
ENSMUSG00000014444	ENSMUST00000067252.Piezo1
ENSMUSG00000014444	ENSMUST00000156333.Piezo1
ENSMUSG00000006585	ENSMUST00000006760.Cdt1
ENSMUSG00000006589	ENSMUST00000006764.Aprt
ENSMUSG00000015027	ENSMUST00000015171.Galns
ENSMUSG00000015027	ENSMUST00000212319.Galns
ENSMUSG00000015013	ENSMUST00000015157.Trappc2l
ENSMUSG00000069867	ENSMUST00000093059.Pabpn1l
ENSMUSG00000069867	ENSMUST00000212966.Pabpn1l
ENSMUSG00000006362	ENSMUST00000127984.Cbfa2t3
ENSMUSG00000006362	ENSMUST00000006525.Cbfa2t3
ENSMUSG00000006362	ENSMUST00000064674.Cbfa2t3
ENSMUSG00000015016	ENSMUST00000015160.Acsf3
ENSMUSG00000015016	ENSMUST00000212781.Acsf3
ENSMUSG00000031962	ENSMUST00000034443.Cdh15
ENSMUSG00000035569	ENSMUST00000098334.Ankrd11
ENSMUSG00000035569	ENSMUST00000098333.Ankrd11
ENSMUSG00000000738	ENSMUST00000125975.Spg7
ENSMUSG00000000738	ENSMUST00000149248.Spg7
ENSMUSG00000000738	ENSMUST00000153285.Spg7
ENSMUSG00000000740	ENSMUST00000000756.Rpl13
ENSMUSG00000034796	ENSMUST00000037900.Cpne7
ENSMUSG00000000739	ENSMUST00000000755.Sult5a1
ENSMUSG00000019278	ENSMUST00000019422.Dpep1
ENSMUSG00000000743	ENSMUST00000000759.Chmp1a
ENSMUSG00000048478	ENSMUST00000212523.Spata33
ENSMUSG00000048478	ENSMUST00000212892.Spata33
ENSMUSG00000048478	ENSMUST00000212161.Spata33
ENSMUSG00000048478	ENSMUST00000060133.Spata33
ENSMUSG00000048478	ENSMUST00000212346.Spata33
ENSMUSG00000048478	ENSMUST00000212637.Spata33
ENSMUSG00000033862	ENSMUST00000036880.Cdk10
ENSMUSG00000033862	ENSMUST00000213005.Cdk10
ENSMUSG00000033594	ENSMUST00000166768.Spata2l
ENSMUSG00000001062	ENSMUST00000122363.Vps9d1
ENSMUSG00000001062	ENSMUST00000118279.Vps9d1
ENSMUSG00000001065	ENSMUST00000001092.Zfp276
ENSMUSG00000032815	ENSMUST00000035495.Fanca
ENSMUSG00000010154	ENSMUST00000010298.Spire2
ENSMUSG00000010154	ENSMUST00000212404.Spire2
ENSMUSG00000001472	ENSMUST00000212571.Tcf25
ENSMUSG00000001472	ENSMUST00000212470.Tcf25
ENSMUSG00000001472	ENSMUST00000108840.Tcf25
ENSMUSG00000001472	ENSMUST00000057934.Tcf25
ENSMUSG00000001472	ENSMUST00000211932.Tcf25
ENSMUSG00000074037	ENSMUST00000098324.Mc1r
ENSMUSG00000062380	ENSMUST00000071134.Tubb3
ENSMUSG00000001482	ENSMUST00000093049.Def8
ENSMUSG00000001482	ENSMUST00000001522.Def8
ENSMUSG00000001482	ENSMUST00000065534.Def8
ENSMUSG00000001482	ENSMUST00000108832.Def8
ENSMUSG00000031967	ENSMUST00000001520.Afg3l1
ENSMUSG00000031970	ENSMUST00000176155.Dbndd1
ENSMUSG00000040220	ENSMUST00000093043.Gas8
ENSMUSG00000040220	ENSMUST00000212923.Gas8
ENSMUSG00000039960	ENSMUST00000045487.Rhou
ENSMUSG00000019478	ENSMUST00000118535.Rab4a
ENSMUSG00000031971	ENSMUST00000122421.Ccsap
ENSMUSG00000031972	ENSMUST00000034453.Acta1
ENSMUSG00000039509	ENSMUST00000044795.Nup133
ENSMUSG00000031974	ENSMUST00000075578.Abcb10
ENSMUSG00000038697	ENSMUST00000165628.Taf5l
ENSMUSG00000031976	ENSMUST00000034457.Urb2
ENSMUSG00000089704	ENSMUST00000034458.Galnt2
ENSMUSG00000050751	ENSMUST00000052580.Pgbd5
ENSMUSG00000050751	ENSMUST00000172566.Pgbd5
ENSMUSG00000050751	ENSMUST00000140012.Pgbd5
ENSMUSG00000031979	ENSMUST00000034460.Cog2
ENSMUSG00000031980	ENSMUST00000063278.Agt
ENSMUSG00000031980	ENSMUST00000238882.Agt
ENSMUSG00000031981	ENSMUST00000093033.Capn9
ENSMUSG00000031983	ENSMUST00000034464.2310022B05Rik
ENSMUSG00000037300	ENSMUST00000117624.Ttc13
ENSMUSG00000037300	ENSMUST00000231984.Ttc13
ENSMUSG00000037300	ENSMUST00000214828.Ttc13
ENSMUSG00000037300	ENSMUST00000041614.Ttc13
ENSMUSG00000037300	ENSMUST00000118134.Ttc13
ENSMUSG00000031982	ENSMUST00000034463.Arv1
ENSMUSG00000043068	ENSMUST00000055257.Fam89a
ENSMUSG00000036913	ENSMUST00000167588.Trim67
ENSMUSG00000031984	ENSMUST00000034465.2810004N23Rik
ENSMUSG00000031985	ENSMUST00000034466.Gnpat
ENSMUSG00000074030	ENSMUST00000098312.Exoc8
ENSMUSG00000031986	ENSMUST00000034467.Sprtn
ENSMUSG00000031987	ENSMUST00000034469.Egln1
ENSMUSG00000056820	ENSMUST00000075896.Tsnax
ENSMUSG00000043051	ENSMUST00000074562.Disc1
ENSMUSG00000043051	ENSMUST00000115885.Disc1
ENSMUSG00000043051	ENSMUST00000117658.Disc1
ENSMUSG00000043051	ENSMUST00000118942.Disc1
ENSMUSG00000043051	ENSMUST00000122389.Disc1
ENSMUSG00000043051	ENSMUST00000121953.Disc1
ENSMUSG00000001995	ENSMUST00000212168.Sipa1l2
ENSMUSG00000001995	ENSMUST00000212987.Sipa1l2
ENSMUSG00000050930	ENSMUST00000053078.Map10
ENSMUSG00000031851	ENSMUST00000143504.Ntpcr
ENSMUSG00000031851	ENSMUST00000034313.Ntpcr
ENSMUSG00000031851	ENSMUST00000152189.Ntpcr
ENSMUSG00000060212	ENSMUST00000047239.Pcnx2
ENSMUSG00000031853	ENSMUST00000034316.Map3k21
ENSMUSG00000033998	ENSMUST00000046765.Kcnk1
ENSMUSG00000033998	ENSMUST00000212831.Kcnk1
ENSMUSG00000057060	ENSMUST00000238518.Slc35f3
ENSMUSG00000057060	ENSMUST00000108759.Slc35f3
ENSMUSG00000051671	ENSMUST00000059093.Coa6
ENSMUSG00000090290	ENSMUST00000170518.Tarbp1
ENSMUSG00000051495	ENSMUST00000054960.Irf2bp2
ENSMUSG00000093904	ENSMUST00000179857.Tomm20
ENSMUSG00000033931	ENSMUST00000045994.Rbm34
ENSMUSG00000033931	ENSMUST00000212618.Rbm34
ENSMUSG00000025812	ENSMUST00000162309.Pard3
ENSMUSG00000025812	ENSMUST00000079777.Pard3
ENSMUSG00000025812	ENSMUST00000160272.Pard3
ENSMUSG00000025812	ENSMUST00000162907.Pard3
ENSMUSG00000025812	ENSMUST00000162536.Pard3
ENSMUSG00000025812	ENSMUST00000026921.Pard3
ENSMUSG00000025812	ENSMUST00000160766.Pard3
ENSMUSG00000025812	ENSMUST00000160717.Pard3
ENSMUSG00000025810	ENSMUST00000026917.Nrp1
ENSMUSG00000025809	ENSMUST00000090006.Itgb1
ENSMUSG00000025808	ENSMUST00000214889.Ccdc7a
ENSMUSG00000102141	ENSMUST00000195093.Gm3952
ENSMUSG00000025808	ENSMUST00000095158.Ccdc7a
ENSMUSG00000025808	ENSMUST00000108747.Ccdc7a
ENSMUSG00000056018	ENSMUST00000026912.Ccdc7b
ENSMUSG00000078840	ENSMUST00000108743.Gm10999
ENSMUSG00000071302	ENSMUST00000186619.2610044O15Rik8
ENSMUSG00000091028	ENSMUST00000151376.Gm10722
ENSMUSG00000096385	ENSMUST00000177722.Gm11168
ENSMUSG00000096385	ENSMUST00000178077.Gm11168
ENSMUSG00000096519	ENSMUST00000143083.Gm10721
ENSMUSG00000074564	ENSMUST00000099050.Gm10720
ENSMUSG00000095547	ENSMUST00000099047.Gm10719
ENSMUSG00000095186	ENSMUST00000099046.Gm10718
ENSMUSG00000095891	ENSMUST00000075573.Gm10717
ENSMUSG00000096736	ENSMUST00000178641.Gm17535
ENSMUSG00000096201	ENSMUST00000177969.Gm10715
ENSMUSG00000025899	ENSMUST00000212294.Alkbh8
ENSMUSG00000025899	ENSMUST00000211933.Alkbh8
ENSMUSG00000025898	ENSMUST00000027027.Cwf19l2
ENSMUSG00000041624	ENSMUST00000115733.Gucy1a2
ENSMUSG00000025894	ENSMUST00000051589.Aasdhppt
ENSMUSG00000025893	ENSMUST00000049648.Kbtbd3
ENSMUSG00000041124	ENSMUST00000212075.Msantd4
ENSMUSG00000025892	ENSMUST00000063508.Gria4
ENSMUSG00000025892	ENSMUST00000027020.Gria4
ENSMUSG00000025888	ENSMUST00000027015.Casp1
ENSMUSG00000033538	ENSMUST00000027012.Casp4
ENSMUSG00000025887	ENSMUST00000027009.Casp12
ENSMUSG00000025887	ENSMUST00000151332.Casp12
ENSMUSG00000032006	ENSMUST00000058692.Pdgfd
ENSMUSG00000032006	ENSMUST00000168039.Pdgfd
ENSMUSG00000047619	ENSMUST00000051706.Ddi1
ENSMUSG00000047193	ENSMUST00000140466.Dync2h1
ENSMUSG00000047193	ENSMUST00000147193.Dync2h1
ENSMUSG00000032002	ENSMUST00000215683.Dcun1d5
ENSMUSG00000032002	ENSMUST00000034499.Dcun1d5
ENSMUSG00000050578	ENSMUST00000015394.Mmp13
ENSMUSG00000049723	ENSMUST00000120655.Mmp12
ENSMUSG00000049723	ENSMUST00000005950.Mmp12
ENSMUSG00000049723	ENSMUST00000065079.Mmp12
ENSMUSG00000041620	ENSMUST00000047888.Mmp1b
ENSMUSG00000043613	ENSMUST00000034497.Mmp3
ENSMUSG00000043089	ENSMUST00000034492.Mmp1a
ENSMUSG00000047562	ENSMUST00000034488.Mmp10
ENSMUSG00000005800	ENSMUST00000018765.Mmp8
ENSMUSG00000070323	ENSMUST00000120900.Mmp27
ENSMUSG00000070323	ENSMUST00000151853.Mmp27
ENSMUSG00000018620	ENSMUST00000034487.Mmp20
ENSMUSG00000018623	ENSMUST00000018767.Mmp7
ENSMUSG00000050912	ENSMUST00000052865.Tmem123
ENSMUSG00000057367	ENSMUST00000190341.Birc2
ENSMUSG00000032000	ENSMUST00000013949.Birc3
ENSMUSG00000053110	ENSMUST00000086580.Yap1
ENSMUSG00000053110	ENSMUST00000065353.Yap1
ENSMUSG00000053070	ENSMUST00000065291.Cfap300
ENSMUSG00000040729	ENSMUST00000037397.Cep126
ENSMUSG00000031997	ENSMUST00000050433.Trpc6
ENSMUSG00000031997	ENSMUST00000214596.Trpc6
ENSMUSG00000031870	ENSMUST00000189181.Pgr
ENSMUSG00000031870	ENSMUST00000098986.Pgr
ENSMUSG00000050730	ENSMUST00000093893.Arhgap42
ENSMUSG00000039488	ENSMUST00000162484.Cntn5
ENSMUSG00000039488	ENSMUST00000160216.Cntn5
ENSMUSG00000079083	ENSMUST00000110582.Jrkl
ENSMUSG00000079084	ENSMUST00000217444.Ccdc82
ENSMUSG00000031925	ENSMUST00000159294.Maml2
ENSMUSG00000090592	ENSMUST00000167906.Gm17571
ENSMUSG00000031918	ENSMUST00000034396.Mtmr2
ENSMUSG00000031918	ENSMUST00000155679.Mtmr2
ENSMUSG00000031922	ENSMUST00000034398.Cep57
ENSMUSG00000031922	ENSMUST00000148086.Cep57
ENSMUSG00000031922	ENSMUST00000147115.Cep57
ENSMUSG00000037808	ENSMUST00000059579.Fam76b
ENSMUSG00000032009	ENSMUST00000034507.Sesn3
ENSMUSG00000032009	ENSMUST00000208222.Sesn3
ENSMUSG00000037419	ENSMUST00000167549.Endod1
ENSMUSG00000037419	ENSMUST00000214236.Endod1
ENSMUSG00000053914	ENSMUST00000058796.Kdm4d
ENSMUSG00000004096	ENSMUST00000004200.Cwc15
ENSMUSG00000013076	ENSMUST00000013220.Amotl1
ENSMUSG00000013076	ENSMUST00000223132.Amotl1
ENSMUSG00000036912	ENSMUST00000115644.Piwil4
ENSMUSG00000036912	ENSMUST00000076946.Piwil4
ENSMUSG00000049307	ENSMUST00000061498.Fut4
ENSMUSG00000031927	ENSMUST00000191047.1700012B09Rik
ENSMUSG00000031927	ENSMUST00000060330.1700012B09Rik
ENSMUSG00000031931	ENSMUST00000216372.Ankrd49
ENSMUSG00000031928	ENSMUST00000034405.Mre11a
ENSMUSG00000031928	ENSMUST00000115632.Mre11a
ENSMUSG00000031932	ENSMUST00000034408.Gpr83
ENSMUSG00000031932	ENSMUST00000115624.Gpr83
ENSMUSG00000031933	ENSMUST00000034409.Izumo1r
ENSMUSG00000031934	ENSMUST00000164273.Panx1
ENSMUSG00000031936	ENSMUST00000159985.Hephl1
ENSMUSG00000031937	ENSMUST00000034413.Vstm5
ENSMUSG00000031935	ENSMUST00000034411.Med17
ENSMUSG00000031938	ENSMUST00000180339.4931406C07Rik
ENSMUSG00000031938	ENSMUST00000216955.4931406C07Rik
ENSMUSG00000031939	ENSMUST00000034415.Taf1d
ENSMUSG00000031939	ENSMUST00000164079.Taf1d
ENSMUSG00000046111	ENSMUST00000161132.Cep295
ENSMUSG00000046111	ENSMUST00000098979.Cep295
ENSMUSG00000058173	ENSMUST00000215907.Smco4
ENSMUSG00000039977	ENSMUST00000115593.Deup1
ENSMUSG00000039977	ENSMUST00000045513.Deup1
ENSMUSG00000043885	ENSMUST00000115588.Slc36a4
ENSMUSG00000043885	ENSMUST00000061568.Slc36a4
ENSMUSG00000050901	ENSMUST00000057920.Mtnr1b
ENSMUSG00000074505	ENSMUST00000217308.Fat3
ENSMUSG00000074505	ENSMUST00000082170.Fat3
